total_predictions,total_ground_truth,true_positives,false_positives,false_negatives,precision,recall,f1_score,matched_gt_count,matched_pred_count,unmatched_pred_count
42,34,32,10,2,0.7619047619047619,0.9411764705882353,0.8421052631578947,32,32,10
