Area_KS_Statistic,Area_KS_PValue,Area_NRMSE_Range,Area_NRMSE_Mean,Length_KS_Statistic,Length_KS_PValue,Length_NRMSE_Range,Length_NRMSE_Mean
0.07720588235294118,0.9995102791985611,0.018671866837374096,0.04730824862316391,0.13970588235294118,0.8430971735498323,0.03060350514796001,0.03173665723149452
